DIVISION,DISTRICT,THANA/UPAZILA,EIIN,NAME OF THE SCHOOL,POST_OFFICE,LOCATION,MOBPHONE
RANGPUR,NILPHAMARI,DIMLA UPAZILA,124780,SHALHATI B.L. HIGH SCHOOL,SHALHATI,SHALHATI,1712363514
RANGPUR,NILPHAMARI,DIMLA UPAZILA,124759,SONAKHULI HAZI JAHARATULLAH HIGH SCHOOL,CHAPANI HAT,DAKSHIN  SONAKHULI,1.72732E+12
RANGPUR,NILPHAMARI,DIMLA UPAZILA,124783,TAPAKHARI BARI HIGH SCHOOL,TEPA KHARIBARI,PURBA KHARIBARY,1714558041
RANGPUR,NILPHAMARI,DIMLA UPAZILA,124779,UTTAR JHUNAGACH CHAPANI GIRLS HIGH SCHOOL,CHAPANIR HAT,UTTAR JHUNAGACH CHAPANI,1715577050
RANGPUR,NILPHAMARI,DIMLA UPAZILA,124796,UTTAR NAWTARA BL HIGH SCHOOL,CHHATNAI,CHHATNAI/07,1724122964
RANGPUR,NILPHAMARI,DIMLA UPAZILA,136507,ZILA PARISHAD SCHOOL AND COLLEGE,DIMLA,BABURHAT,1718260065
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124850,AMBARI JR GIRLS SCHOOL,GOMNATI,,1721565766
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124845,AMBARY BANGABANDHU HIGH SCHOOL,MIRZA GONJ,AMBARY,
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124853,ATIA BARI HIGH SCHOOL,SHEOT GARI,ATIA BARI,1718220414
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124846,BAKDOKRA  ADARSHA HIGH SCHOOL,MIRZAGONJ,NAYANI BAGHDOKRA,1714862869
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124837,BAMUNIA S .C. HIGH SCHOOL,BAMUNIA,BAMUNIA,1735700919
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124859,BARA ROUTA HIGH SCHOOL,DOMAR,BARA ROUTA,1721567902
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124865,BORAGARI GIRLS HIGH SCHOOL,BORAGARI,7TH BORAGARI,1714722882
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124856,BROGACHHA B.L.-LETTAREL  HIGH SCHOOL,SONARAY,BARAGACHHA,1197040837
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124833,CHAND KHANA G.R HIGH SCHOOL,CHILA HATI,CHAND KHANA,1942714503
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124843,CHILAHATI KARENGATALI HIGH SCHOOL,CHILAHATI,GOSAIGANJA,1717015487
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124829,CHILAHATI MERCHANTS HIGH SCHOOL,CHILAHATI,NIJ BHOGDABARI,1724108439
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124832,DOMAR BALIKA BIDDAY NIKETON,DOMAR,CHIKANMATI,1718223859
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124830,DOMAR GOVT. GIRLS  HIGH SCHOOL,DOMAR,CHIKON MATHI,1712337427
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124831,DOMAR MULTILATERAL HIGH SCHOOL,DOMAR,CHOTA RAUTA,1714691968
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124835,GOMNATI HIGH SCHOOL,GOMNATI,GOMNATI,1718698154
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124862,HALHALIA ADARSHA BIDYA NIKETAN,MIRZAGONJ,HALHALIA,1721442939
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124868,HANGSHARAJ BL GIRLS HIGH SCHOOL,SHEOTGARI,HANGSARAJ,1717748796
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124854,JORABARI GIRLS HIGH SCHOOL,MIRZAGONJ,JORABARI,1720546929
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124872,KATAL TULI HIGH SCHOOL,CHILAHATI,NIJ BHOGDABURI,1718674183
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124852,KETKIBARI HIGH SCHOOL,CHILAHATI,KETKIBARI,1723097476
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124851,KHANKAYA KERAMATIA HIGH SCHOOL,CHILAHATI,NIJ BHOGDABARI,1712566010
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124848,KHATURIA HIGH SCHOOL,DOMAR,KHATURIA,1718788121
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124842,MAHIGONJ HIGH SCHOOL,DOMAR,BAGHDOKRA,1731929206
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124834,MIRZA GONJ  BL .  HIGH SCHOOL,MIRZA GONJ,MIRZA GONJ,1718418553
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124860,PANGA GIRLS HIGH SCHOOL,MELA PANGA,PANGA,1718703930
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124840,PANGA MOHESH CHANDRA LALA HIGH SCHOOL,MELA PANGA,MELAPANGA,1721700218
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124858,PASCHIM BORAGARI  HIGH SCHOOL,DOMAR,PASCHIM BORAGARI,1717977220
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124839,SONARAY BI LATERAL HIGH SCHOOL,DOMAR,SONARAY,1719131535
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124849,SOUTH MATUK PUR HIGH SCHOOL,BORAGARI,SOUTH MATUK PUR,1728647549
RANGPUR,NILPHAMARI,DOMAR UPAZILA,124841,UTTAR BHOGDABURI HIGH SCHOOL,MUKTIR HAT,PURBA BHOGDABARI,1717975113
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124915,"AL-HAJ MOBARAK HOSSAIN ANIRBAN BYDDA TIRTHA M,L HIGH SCHOOL",JALDHAKA,MATHA BHAGNGA,1716293227
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124912,BAGULAGARI HIGH SCHOOL,BAZAR HAT,BAGULAGARI,1710628707
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124928,BALAGRAM  HIGH SCHOOL,BALAGRAM,BALAGRAM  [DALIA],1714524134
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124766,BALAPARA DWIMUKHI HIGH SCHOOL,RATHBAZAR,BALA PARA,1792701659
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124930,BALAPARA GABROL KACHARI GIRLS HIGH SCHOOL,BALAPARA,BALAPARA,1724563939
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124918,BERUBANDA HAT B.L HIGH SCHOOL,SHIMULBARI,BERUBANDA,1723428663
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124925,BHABONCHUR MARATESSTA SYFUNE HIGH SCHOOL,GOLMUNDA,,1724655933
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124907,BINNAKURI B.C.S B.L HIGH SCHOOL,BINNAKURI MAJAR,BINNAKURI,1719512031
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124923,CHERANGA JHARAPARA HIGH SCHOOL,CHERANGA,CHERANGA,1727993887
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124905,CHIRAVIZA  GOLNA  B.L HIGH   SCHOOL,GOLNA KACHARI BAZAR,CHIRA VIZA  GOLNA,1739263397
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124922,GABROL TAHOSHILDAR PARA HIGH SCHOOL,RATHERBAZAR,GABROL,1722806161
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124916,GAR DHARMOPAL SC. HIGH SCHOOL,GARERHAT,GAR DHARMOPAL,1770387356
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124919,GHUGHUMARI  JUNIOR HIGH SCHOOL,SHIMULBARI,GHUGHUMARI,1837079750
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124898,GOLMUNDA B.L.HIGH SCHOOL,GOLMUNDA,POCHIM GOLMUNDA,1725931167
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124902,GOLNA KALI GANJ SHAHID SMRITI HIGH SCHOOL,GOLNA KALIGANJ,KALI GANJ,1723952016
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124911,GOPAL JHAR B.L. HIGH SCHOOL,GOPALJHAR,GOPALJHAR,17139148362
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124908,HARISH CHANDRA PATH  HIGH  SCHOOL AND COLLEGE ,BAHALI PARA,HORISH CHANDRO PATH,1733137377
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124906,JALDHAKA PILOT GIRL'S HIGH SCHOOL,JALDHAKA,JALDHAKA,1717526779
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124897,JALDHAKA PILOT HIGH SCHOOL,JALDHAKA,JALDHAKA,1719203806
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124910,KANTHALI S.C HIGH SCHOOL,KANTHALI,WEST KANTHALI,1734088881
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124924,KHARIZA GOLNA DIGHIR PAR GIRLS HIGH SCHOOL,GOLNA KACHARI BAZAR,KHARIJA GOLNA,1770370302
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124914,KHERKATI HIGH SCHOOL,KHERKATI HAT,KHERKATI,1725546534
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124913,KHUTAMARA RAHMANIA HIGH SCHOOL,KHUTAMARA,KHUTAMARA,1722374569
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124929,MALEKA BEGUM GIRLS HIGH SCHOOL,RAJARHAT,BAGULA GARI,1716941491
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124901,MIRGONJHAT ML. HIGH SCHOOL,MIRGANJ HAT,PURBO SHIMUL BARI,1724180039
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124904,NEKBAKTA HIGH SCHOOL,NEKBAKTA,NEKBAKTA,1714623811
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,135537,NEW MODEL  GIRLS HIGH SCHOOL,KAIMARI,KAIMARI,1960712573
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124903,PATHANPARA HIGH SCHOOL,MIRGANJ HAT,ARAZI PATHAN PARA,1712492823
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124932,RASHIDPUR GIRLS HIGH SCHOOL,KHERKATI BAZAR,RASIDPUR,1718835802
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124900,SHIMUL BARI S.C HIGH SCHOOL,SHIMULBARI,ARAZI SHIMUL BARI,1714927183
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124899,SHOULMARI ML HIGH SCHOOL,DAKALIGANJ,TALUK SHOULMARI,1719512023
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124921,SINGRIA BALA DANGA JUNIOR HIGH SCHOOL,GOPAL ZAR,SINGRIA,1734186980
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124982,TENGONMARI M.L HIGH SCHOOL,KHALISA KHUTAMARA,KHUTAMARA,1723464170
RANGPUR,NILPHAMARI,JALDHAKA UPAZILA,124936,WEST KANTHLI GIRLS HIGH SCHOOL,KANTHALI,WEST KANTHALI,1755442447
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,125011,BAHAGILIGAT HIGH SCHOOL,KELLABARI,BAHAGILI,1712298359
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,125018,BEGUEM KHALEDA ZIA MODEL SCHOOL AND COLLEGE,PANIAL PUKUR,PANIAL PUKUR,1784789067
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,125003,BHARBHARI MAJAPARA SCHOOL AND COLLEGE,BHERBHERI HAJIR HAT,BHARBHARI MAJAPARA,1740969649
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,125008,CHAND KHANA MAZAPARA HIGH SCHOOL,KELLABARI,DAKSHIN CHANDKHANA,1724550311
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,124993,CHANDKHANA HIGH SCHOOL,CHANDKHANA,UTTAR CHANKHANA,1759029600
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,125005,DAKSHIN SONA KURI GIRL'S HIGH SCHOOL,KHAMAR GARAGRAM,DAKSHIN SONA KURI,1715507264
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,124999,GANESH ADARSHA HIGH SCHOOL,GANESH,GANESH,10757953334
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,124996,GARAGRAM  HIGH SCHOOL,KHAMAR GARAGRAM,GARAGRAM,1724546648
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,125012,GARAGRAM ADARSO  HIGH SCHOOL,KHAMAR GARAGRAM,GARAGRAM,1724550244
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,124989,KALIKAPUR HIGH SCHOOL,KALIKAPUR,KALIKAPUR,1726117605
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,124992,KHAMAR GARAGRAM BI-LATERAL HIGH SCHOOL,KHAMAR GARAGRAM,KHAMAR GARAGRAM,1722445081
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,125004,KHILAL GANJ HIGH SCHOOL,SINGERGARI,UTTAR SINGERGARI,1712687265
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,125007,KISHAMAT BODI HIGH SCHOOL,GANESH,KISMAT,17320335053
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,124986,KISHOREGANJ M.L HIGH SCHOOL,KISHOREGANJ,KISHOREGANJ,1713937195
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,124984,KISHORIGONJ GIRLS HIGH SCHOOL,KISHOREGONJ,KESBA,1713681841
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,124985,MAGURA HIGH SCHOOL,MAGURA,MAGURA  DALIA ROAD,1723151274
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,125002,MELABAR B.L GIRLS HIGH SCHOOL,BARAVITA,MELABAR,1713937051
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,125001,MELABAR DWI MUKHI HIGH SCHOOL,BARAVITA,MELABAR,1713937047
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,134930,MONTHONA JUNIOR SCHOOL,KALIKAPUR,MONTHONA,1766084899
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,124987,MUSHRUT PANIAL PUKUR HIGH SCHOOL,MUSHRUT PANIAL,MUSHRUT PANIALPUKUR ,1724122556
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,124995,NITAI HIGH SCHOOL,NITAI,NITAI,1746236280
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,124997,PURBADALIRAM HIGH SCHOOL,GANESH,PURBA DALIRAM,1722209488
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,124988,SHARIFABAD BL HIGH SCHOOL,GANESH,PURBA DALIRAM,1727226455
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,124990,SINGER GARI HIGH SCHOOL,SINGERGARI,UTTAR SINGERGARI,1719544226
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,125009,SINGERGARI GAHURIA SHARIF  HIGH SCHOOL,SINGERGARI,SINGERGARI,1718140077
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,125015,SITE RAJIB MODEL HIGH SCHOOL,KISHOREGANJ,SIT RAJIB,1721726316
RANGPUR,NILPHAMARI,KISHOREGANJ UPAZILA,125010,UTTAR DURAKUTI HIGH SCHOOL,MAUNAKURI,UTTAR DURAKUTHI,1713722690
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125072,BABRIJHAR B.L HIGH SCHOOL,BABRIJHAR,ARAJI KUCHIAMOR,1740951511
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125058,BARUNIRDANGA ADARSHA HIGH SCHOOL,SANGA ALSHI,DIGHL DANGI,1712215142
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125092,BISHMURY CHANDER HAT HIGH SCHOOL,CHANDARHAT,BISHMURY,1719420735
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125064,CHAKDUBLIYA S.C.B. HIGH SCHOOL,BERAKUTI,CHAKDUBLIYA,1710728594
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125113,CHANDERHAT GIRLS HIGH SCHOOL,CHANDERHAT,BISHMURI,1710945234
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125109,CHAPRA KACHHARI HIGH SCHOOL,JADURHAT,CHAPRA SOROMJANI,1751526942
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125079,CHARCHARA BARI HIGH SCHOOL,BAHALIPARA,CHARCHARA BARI,1750669602
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125075,CHAWRA BAROGHACHA HIGH SHCOOL,BHABANANDA HAT,CHAWRA BAROGACHA,1712225440
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125100,DAKSHIN PARA GIRLS HIGH SCHOOL,RAMKALA,DAKSHIN PARA,1712797167
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125069,DAROANI BL- ATERAL HIGH SCHOOL,DAROANI,DAROANI,1717976613
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125086,DARUL HUDA HIGH SCHOOL,PANCHAPUKUR,DARUL HUDA,1728316254
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125112,DHABADANA HIGH  SCHOOL,GORGRAM,DHABADANGA,1724162122
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125132,DUBACHURI  GIRLS HIGH SCHOOL,RAMGONJ,DUBACURI,1739833819
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125071,DUHULI HIGH SCHOOL,DUHULI SHANTINAGAR,DUHULI,1822834389
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125099,FULTALA  HIGH SCHOOL,DAROWANI,FULTALA,1825328074
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125119,GORE GARAM NIJPARA GIRLS HIGH SCHOOL,KUKRADANGA,GORGARAM,1710718742
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125067,GOREGRAM  SCHOOL AND COLLAGE,GORGRAM,GOREGRAM B.L HIGH SCHOOL,1719857391
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125103,ITAKHOLA KALITALA HIGH SCHOOL,KANIALKHATA,ITAKHOLA,1761078971
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125101,JADUR HAT GIRL'S SCHOOL,JADURHAT,BERADANGA,1922383635
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125115,KACHUA CHOWRANGI SHEBA HIGH SCHOOL AND COLLAGE,KACHUA CHOWRANGI HAT,KACHUA,1729099187
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125065,KACHUKATA HIGH SCHOOL,MELA KACHUKATA,KACHUKATA,1747034596
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125070,KAKAI BARAGACHHA P.C. HIGH SCHOOL,RAMGANJ HAT,KAKAI BARA GACHA,1734276353
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125078,KANCHAN PARA F.A BL HIGH SCHOOL,VANGA MOLLIHAT,KANCHANJPARA,1742360914
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125091,KANIAL KHATA  HIGH SCHOOL,KANIALKHATA,KANIALKHATA,1715508523
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125090,KAZI ABDUR RASHID HIGH SCHOOL,SANGALSHI,SOTO SANGALSHI,1716308577
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125084,KHOKSHA BARI M.U.HIGH SCHOOL,PORARHA,KHOKSHA BARI,1744604933
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125076,KIRTINIA PARA B.L HIGH SCHOOL,PORARHAT,HAZIGONJ BAZAR,1729804554
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125095,KUKRA DANGA HIGH SCHOOL,KUKRA DANGA,KUKRA DANGA,1723578909
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125083,KUNDUPUKUR HIGH SCHOOL,NILLPHAMARI,KUNDA PUKUR,1718330936
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125096,LUXMICHAP B.L  HIGH SCHOOL,LUXMICHAP,LUXMICHAP,1719208844
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125080,MUSHROT GOREGRAM DUKURI RAMKALA MDR HIGH SCHOOL,BELTOLI,KIUNIA PARA,1726117816
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125108,NATI BARI HIGH SCHOOL,NATIBARI,KANCHAN PARA,1729916039
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125085,NIL PHAMARI ADARSHA HIGH SCHOOL,NILPHAMARI,UTTAR HARUA,1712230026
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125077,NIL PHAMARY NATUN BI LATERAL HIGH SCHOOL,NILPHAMARI,NATUN BAGAR,1715394751
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125062,NILPHAMARI GOVT. GIRLS HIGH SCHOOL,NILPHAMARI,JUMMAPARA-142 HOSPITAL ROAD,1732445550
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125061,NILPHAMARI GOVT. HIGH SCHOOL,NILPHAMARI,  ASIRUDDIN ROAD,1733390705
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125110,PALASH BARI GIRLS HIGH SCHOOL,PALASHBARI,ARAZI ITAKHOLA,1718880044
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125074,PALASHBARI PARASH MANI HIGH SCHOOL,PALASHBARI,PALASHBARI,1748833861
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125068,PANCHAPUKUR  SCHOOL AND COLLEGE ,PANCHAPUKUR,PANCHAPUKUR,1712797013
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125104,PANCHAPUKUR GIRLS HIGH SCHOOL,PANCHAPUKUR,PANCHPUKUR,1714605883
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,133344,POLICE LINES ACADEMY NILPHAMARI,NILPHAMARI,OLD POLICE LINES ROAD NILPHAMARI,1712596157
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125059,RABEYA BALIKA BIDYA NIKETON,NILPHAARI,NILFHAMARI TOWN,1717221463
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125066,RAMGANJ B L HIGH SCHOOL,RAMGANJ,SUKHDHON,1724045025
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125105,RAMKALA SHAIL BARI S.R.  HIGH SCHOOL,RAKALA,RAMKOLA,
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125082,RAMNAGAR HIGH SCHOOL,CHAYAN NAGAR,RAMNAGAR,1736138782
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125118,SARAR PAR HIGH SCHOOL,KANIAL KHATA,SINDAI,1710607365
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125106,SHAHID ZIA GIRLS HIGH SCHOOL,NILPHAMARI,GASBARI,1746219273
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125121,SHALHATI HIGH SCHOOL,PULHAT,SHALHATI,1737615667
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125114,SHAPLA GIRLS HIGH SCHOOL  ,BERAKUTHI,BERAKUTHI,1721215751
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125094,SHATRASHAL HIGH SCHOOL,NATI BARI,KANCHAN PARA,1744454296
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125073,SONARAI SANGALSHI HIGH SCHOOL,SHANGALSHI,ARAZI KUKHA PARA,1721541175
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125087,TARANI BARI B L HIGH SCHOOL,PALASHBARI,TARANI BARI,1718824427
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125102,TEPUR  DANGA  HIGH SCHOOL,RAMKALA,TEPUR  DANGA,1725094148
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125117,TUPAMARI B.L. HGIH SHCOOL,RAMGANJ,TUPAMARI,1724982116
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125098,UTTAR KANCHAN PARA HIGH SCHOOL,KANCHANPARA,UTTAR KANCHANPARA,1715577258
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125107,UTTAR PATKAMURI HIGH SCHOOL,RAMKALA,PATKAMURI,1718635248
RANGPUR,NILPHAMARI,NILPHAMARI SADAR UPAZ,125093,UTTAR SHASHI JUNIOR HIGH SCHOOL,PANCHAPUKUR,UTTAR SHASHI,1716962130
RANGPUR,NILPHAMARI,SAIDPUR UPAZILA,125205,AL FARQUE ACADEMY,SAIDPUR,BASHBARI,1716819293
RANGPUR,NILPHAMARI,SAIDPUR UPAZILA,133955,"BANGA BANDHU  HIGH SCHOOL,SAIDPUR",SAIDPUR,NATUN BABU PARA,1727853574
RANGPUR,NILPHAMARI,SAIDPUR UPAZILA,125209,BANGALIPUR HIGH SCHOOL,SAIDPUR,BANGALIPUR,1719666916
RANGPUR,NILPHAMARI,SAIDPUR UPAZILA,125210,BANGLADESH RAILWAY GOVT .SCHOOL,SAIDPUR,SAHIBPARA,1716540081
RANGPUR,NILPHAMARI,SAIDPUR UPAZILA,125221,BOTLAGARI ADARSHA GIRLS NIKETAN,SHASKANDAR,BOTLAGARY,1716610327
RANGPUR,NILPHAMARI,SAIDPUR UPAZILA,125214,BOTLAGARI HIGH SCHOOL,BERAKUTHI,KHURDA BOTLAGARI,1719859193
RANGPUR,NILPHAMARI,SAIDPUR UPAZILA,125219,CHOWRA HIGH SCHOOL,SONAKHULI,CHOWRA,1838663728
RANGPUR,NILPHAMARI,SAIDPUR UPAZILA,125215,KAMAR PUKUR HIGH SCHOOL,KAMARPUKUR,KAMAR PUKUR,1716177233
RANGPUR,NILPHAMARI,SAIDPUR UPAZILA,125208,KAYANIZPARA HIGH SCHOOL,SAIDPUR,KAYANIZPARA,1674483530
RANGPUR,NILPHAMARI,SAIDPUR UPAZILA,125212,LAKSHMANPUR  HIGH SCHOOL ,LAKSHMANPUR,LAKSHMANPUR BALAPARA,1718325461
RANGPUR,NILPHAMARI,SAIDPUR UPAZILA,125206,SAIDPUR CANTOMENT BORAD HIGH SCHOOL,SAIDPUR CANTT,BIR SERSTO MOTIOUR RAHIMAN,1712161368
RANGPUR,NILPHAMARI,SAIDPUR UPAZILA,125202,SAIDPUR ISLAMIA HIGH SCHOOL,SAIDPUR,0048-00,1733827688
RANGPUR,NILPHAMARI,SAIDPUR UPAZILA,125207,SAIDPUR MUSLIM HIGH SCHOOL,SAIDPUR,DR. SAHAN ROAD,1734373306
RANGPUR,NILPHAMARI,SAIDPUR UPAZILA,125198,SAIDPUR PILOT HIGH SCHOOL,SAIDPUR,NIYAMATPUR,1715572150
RANGPUR,NILPHAMARI,SAIDPUR UPAZILA,125218,SAMIR UDDIN ADARSHA HIGH SCHOOL,SONAKHULI,UTTAR SONAKHULI,1727214951
